FlightMode:,T:,P:,Sample:
Standby,25.307419,100927.451887,5338
Standby,25.310809,100930.347396,5339
Standby,25.308223,100929.047884,5340
Standby,25.308502,100928.936250,5341
Standby,25.307349,100929.851638,5342
Standby,25.310424,100930.864419,5343
Standby,25.310267,100930.336234,5344
Standby,25.304047,100930.646851,5345
Standby,25.296778,100930.704608,5346
Standby,25.298001,100930.790318,5347
Standby,25.299714,100929.302092,5348
Standby,25.305392,100929.139243,5349
Standby,25.305218,100931.785450,5350
Standby,25.305759,100932.448176,5351
Standby,25.310320,100931.333375,5352
Standby,25.298805,100927.745991,5353
Standby,25.304379,100929.180385,5354
Standby,25.307524,100930.399660,5355
Standby,25.303907,100930.456346,5356
Standby,25.305165,100928.372786,5357
Standby,25.306091,100930.028202,5358
Standby,25.303645,100930.206418,5359
Standby,25.303086,100931.176583,5360
Standby,25.305218,100930.116824,5361
Standby,25.299417,100930.108997,5362
Standby,25.305375,100931.042296,5363
Standby,25.302282,100929.008499,5364
Standby,25.304449,100929.641146,5365
Standby,25.305060,100930.192529,5366
Standby,25.306877,100929.490760,5367
Standby,25.307664,100932.544852,5368
Standby,25.306231,100931.490045,5369
Standby,25.305916,100931.085244,5370
Standby,25.303034,100930.338374,5371
Standby,25.306528,100930.603668,5372
Standby,25.305270,100931.129846,5373
Standby,25.300780,100929.415824,5374
Standby,25.302649,100931.649965,5375
Standby,25.300605,100930.059674,5376
Standby,25.301531,100928.187157,5377
Standby,25.308310,100931.499068,5378
Standby,25.305567,100929.862070,5379
Standby,25.303715,100933.130380,5380
Standby,25.300552,100930.111394,5381
Standby,25.301059,100929.049930,5382
Standby,25.301845,100931.039254,5383
Standby,25.296604,100928.281413,5384
Standby,25.302230,100931.094341,5385
Standby,25.303715,100931.525326,5386
Standby,25.303610,100931.644658,5387
Standby,25.305550,100932.861651,5388
Standby,25.304187,100930.376499,5389
Standby,25.299557,100930.760354,5390
Standby,25.302387,100929.969794,5391
Standby,25.304047,100931.250734,5392
Standby,25.300203,100930.922346,5393
Standby,25.300710,100931.577169,5394
Standby,25.302632,100930.946786,5395
Standby,25.300098,100929.388961,5396
Standby,25.299522,100930.323387,5397
Standby,25.299487,100931.984096,5398
Standby,25.293389,100929.747868,5399
Standby,25.292358,100930.786196,5400
Standby,25.291711,100931.228068,5401
Standby,25.288217,100929.659653,5402
Standby,25.293424,100929.263136,5403
Standby,25.293948,100930.891269,5404
Standby,25.298596,100931.719146,5405
Standby,25.290611,100930.248302,5406
Standby,25.292795,100932.219780,5407
Standby,25.295084,100932.339786,5408
Standby,25.291676,100930.266697,5409
Standby,25.290628,100931.285178,5410
Standby,25.294053,100931.598287,5411
Standby,25.291554,100930.636337,5412
Standby,25.292987,100931.325631,5413
Standby,25.288269,100931.673779,5414
Standby,25.293371,100930.506701,5415
Standby,25.290296,100930.002422,5416
Standby,25.289929,100930.523363,5417
Standby,25.291117,100931.634112,5418
Standby,25.288095,100930.553696,5419
Standby,25.284321,100931.146842,5420
Standby,25.285614,100931.073561,5421
Standby,25.291257,100931.904070,5422
Standby,25.285544,100931.327914,5423
Standby,25.280686,100929.213127,5424
Standby,25.287920,100931.578912,5425
Standby,25.290191,100932.727903,5426
Standby,25.287134,100932.211661,5427
Standby,25.283517,100929.646248,5428
Standby,25.289755,100930.754026,5429
Standby,25.287710,100932.707468,5430
Standby,25.285369,100931.495009,5431
Standby,25.288462,100931.447067,5432
Standby,25.287623,100933.307477,5433
Standby,25.283115,100929.952699,5434
Standby,25.286068,100930.508807,5435
Standby,25.290156,100933.387435,5436
Standby,25.289335,100934.171200,5437
Standby,25.281944,100931.150093,5438
Standby,25.283325,100931.064778,5439
Standby,25.288077,100932.393116,5440
Standby,25.286312,100932.439233,5441
Standby,25.287343,100931.337364,5442
Standby,25.287256,100931.905590,5443
Standby,25.287990,100931.022628,5444
Standby,25.288496,100933.536702,5445
Standby,25.286802,100932.231980,5446
Standby,25.284618,100931.865503,5447
Standby,25.290209,100933.065567,5448
Standby,25.287798,100932.806668,5449
Standby,25.285718,100931.891806,5450
Standby,25.283657,100930.694859,5451
Standby,25.285998,100931.080980,5452
Standby,25.287570,100931.039095,5453
Standby,25.291694,100933.162849,5454
Standby,25.290384,100932.564755,5455
Standby,25.284810,100931.607011,5456
Standby,25.288130,100935.138234,5457
Standby,25.277139,100932.320646,5458
Standby,25.278555,100930.447580,5459
Standby,25.280372,100933.098871,5460
Standby,25.282102,100930.518215,5461
Standby,25.284146,100933.522783,5462
Standby,25.285002,100932.794601,5463
Standby,25.288112,100932.210320,5464
Standby,25.287885,100934.177156,5465
Standby,25.286417,100933.940795,5466
Standby,25.285998,100934.465772,5467
Standby,25.282032,100933.791838,5468
Standby,25.284985,100934.745247,5469
Standby,25.281577,100933.895747,5470
Standby,25.275060,100929.943841,5471
Standby,25.281438,100933.609901,5472
Standby,25.275986,100931.646858,5473
Standby,25.276772,100932.682659,5474
Standby,25.281368,100933.180942,5475
Standby,25.280302,100931.525772,5476
Standby,25.280407,100932.391680,5477
Standby,25.279411,100932.770444,5478
Standby,25.271478,100932.217090,5479
Standby,25.278170,100933.554752,5480
Standby,25.274396,100933.273837,5481
Standby,25.268840,100933.114497,5482
Standby,25.262829,100928.816325,5483
Standby,25.268001,100932.066859,5484
Standby,25.279323,100934.228546,5485
Standby,25.276004,100933.700708,5486
Standby,25.269696,100930.686069,5487
Standby,25.268962,100931.362408,5488
Standby,25.269783,100932.644454,5489
Standby,25.264996,100930.179962,5490
Standby,25.262969,100929.721881,5491
Standby,25.267530,100931.197495,5492
Standby,25.269469,100933.781049,5493
Standby,25.268980,100931.684166,5494
Standby,25.262288,100929.710883,5495
Standby,25.265223,100931.073487,5496
Standby,25.261641,100929.787234,5497
Standby,25.262917,100932.204806,5498
Standby,25.265223,100931.391294,5499
Standby,25.260768,100931.814412,5500
Standby,25.259772,100930.238650,5501
Standby,25.270343,100933.183976,5502
Standby,25.265573,100932.948078,5503
Standby,25.255788,100932.627507,5504
Standby,25.256295,100930.787557,5505
Standby,25.259405,100932.173770,5506
Standby,25.257029,100932.860227,5507
Standby,25.258479,100932.377611,5508
Standby,25.254268,100930.361243,5509
Standby,25.259230,100934.041097,5510
Standby,25.256260,100933.512747,5511
Standby,25.255159,100931.611387,5512
Standby,25.256819,100932.971738,5513
Standby,25.259108,100934.998642,5514
Standby,25.256102,100933.238854,5515
Standby,25.253254,100932.944717,5516
Standby,25.250441,100932.372455,5517
Standby,25.258077,100935.496584,5518
Standby,25.250843,100933.210111,5519
Standby,25.253062,100933.044285,5520
Standby,25.252014,100933.474709,5521
Standby,25.249393,100931.579360,5522
Standby,25.249673,100933.978352,5523
Standby,25.251595,100932.283525,5524
Standby,25.252416,100934.248808,5525
Standby,25.252101,100932.525171,5526
Standby,25.252590,100932.476849,5527
Standby,25.243260,100932.846761,5528
Standby,25.243540,100930.558285,5529
Standby,25.243173,100932.731677,5530
Standby,25.246195,100931.810042,5531
Standby,25.244815,100932.324316,5532
Standby,25.238822,100931.080947,5533
Standby,25.237616,100931.253351,5534
Standby,25.240866,100933.894662,5535
Standby,25.235065,100931.550669,5536
Standby,25.241373,100933.548396,5537
Standby,25.237267,100932.080062,5538
Standby,25.239923,100931.869993,5539
Standby,25.236236,100931.290924,5540
Standby,25.242194,100933.495671,5541
Standby,25.240395,100932.771100,5542
Standby,25.238962,100933.384736,5543
Standby,25.232165,100929.798723,5544
Standby,25.234401,100931.432373,5545
Standby,25.231833,100932.837977,5546
Standby,25.228426,100930.034036,5547
Standby,25.228513,100930.339786,5548
Standby,25.228723,100930.847963,5549
Standby,25.227168,100932.498494,5550
Standby,25.227587,100932.434390,5551
Standby,25.232357,100934.052818,5552
Standby,25.227692,100931.584186,5553
Standby,25.225001,100932.247099,5554
Standby,25.217785,100930.409422,5555
Standby,25.224704,100935.532539,5556
Standby,25.223988,100930.794580,5557
Standby,25.221611,100931.067795,5558
Standby,25.220441,100932.789290,5559
Standby,25.220091,100932.678522,5560
Standby,25.216562,100932.198494,5561
Standby,25.226871,100933.416476,5562
Standby,25.225019,100935.397074,5563
Standby,25.220284,100932.801410,5564
Standby,25.222817,100934.962984,5565
Standby,25.224494,100935.262698,5566
Standby,25.226888,100936.471129,5567
Standby,25.220039,100934.970556,5568
Standby,25.220284,100935.772627,5569
Standby,25.221856,100933.458756,5570
Standby,25.216876,100932.905135,5571
Standby,25.221349,100934.154553,5572
Standby,25.220074,100936.043009,5573
Standby,25.222066,100936.286711,5574
Standby,25.220039,100934.271447,5575
Standby,25.221786,100934.205625,5576
Standby,25.227377,100934.118908,5577
Standby,25.219969,100934.255648,5578
Standby,25.225892,100935.928222,5579
Standby,25.219253,100931.964614,5580
Standby,25.224704,100933.705303,5581
Standby,25.225613,100935.134133,5582
Standby,25.220039,100934.144336,5583
Standby,25.217960,100932.419124,5584
Standby,25.221716,100934.221605,5585
Standby,25.217890,100933.563206,5586
Standby,25.219742,100933.950083,5587
Standby,25.217785,100932.649738,5588
Standby,25.219480,100931.300960,5589
Standby,25.219392,100933.283205,5590
Standby,25.219515,100934.152960,5591
Standby,25.221594,100934.797736,5592
Standby,25.216824,100935.181266,5593
Standby,25.216422,100933.342664,5594
Standby,25.216474,100932.591853,5595
Standby,25.216352,100933.724084,5596
Standby,25.217296,100933.492476,5597
Standby,25.219357,100933.751970,5598
Standby,25.212071,100930.881582,5599
Standby,25.220336,100933.274036,5600
Standby,25.214797,100933.595012,5601
Standby,25.215286,100933.562602,5602
Standby,25.214133,100933.349595,5603
Standby,25.213609,100934.216202,5604
Standby,25.215513,100932.326962,5605
Standby,25.215216,100933.133698,5606
Standby,25.219392,100933.537426,5607
Standby,25.209608,100933.152851,5608
Standby,25.214937,100934.611706,5609
Standby,25.215828,100935.591685,5610
Standby,25.212141,100934.218093,5611
Standby,25.214308,100934.405965,5612
Standby,25.216422,100934.947425,5613
Standby,25.216702,100935.471393,5614
Standby,25.214605,100936.681634,5615
Standby,25.213487,100937.000844,5616
Standby,25.207476,100935.515024,5617
Standby,25.207424,100936.329374,5618
Standby,25.209852,100934.765220,5619
Standby,25.210010,100937.390596,5620
Standby,25.204313,100933.386060,5621
Standby,25.209940,100935.881276,5622
Standby,25.204855,100936.670281,5623
Standby,25.197901,100933.715988,5624
Standby,25.199753,100934.452427,5625
Standby,25.202549,100932.478716,5626
Standby,25.203492,100933.899509,5627
Standby,25.204453,100931.987708,5628
Standby,25.206270,100935.306046,5629
Standby,25.200976,100933.632625,5630
Standby,25.198984,100934.024427,5631
Standby,25.199578,100936.573721,5632
Standby,25.195420,100937.937419,5633
Standby,25.186788,100936.335670,5634
Standby,25.192799,100934.929958,5635
Standby,25.188640,100933.147836,5636
Standby,25.194232,100936.810870,5637
Standby,25.191488,100935.745871,5638
Standby,25.188151,100932.941913,5639
Standby,25.192082,100935.133436,5640
Standby,25.195210,100934.728302,5641
Standby,25.183014,100932.606816,5642
Standby,25.183101,100932.499465,5643
Standby,25.188203,100934.907961,5644
Standby,25.189199,100932.908811,5645
Standby,25.180183,100934.095863,5646
Standby,25.182105,100934.133169,5647
Standby,25.181616,100935.102926,5648
Standby,25.180935,100931.882580,5649
Standby,25.182001,100932.949676,5650
Standby,25.180148,100933.245925,5651
Standby,25.180009,100934.660090,5652
Standby,25.180603,100933.761699,5653
Standby,25.175588,100933.438320,5654
Standby,25.174645,100933.812853,5655
Standby,25.174103,100934.214684,5656
Standby,25.175658,100935.106407,5657
Standby,25.171761,100935.226443,5658
Standby,25.170241,100934.469719,5659
Standby,25.164493,100933.027161,5660
Standby,25.173317,100937.357378,5661
Standby,25.168354,100932.406737,5662
Standby,25.173299,100933.000309,5663
Standby,25.164301,100932.507101,5664
Standby,25.171150,100934.754559,5665
Standby,25.160072,100932.329642,5666
Standby,25.160841,100934.473418,5667
Standby,25.158517,100930.754801,5668
Standby,25.158866,100933.772861,5669
Standby,25.157853,100933.051262,5670
Standby,25.168512,100933.840355,5671
Standby,25.168162,100936.350955,5672
Standby,25.162291,100932.624773,5673
Standby,25.159862,100933.013035,5674
Standby,25.156490,100933.759901,5675
Standby,25.160649,100931.951615,5676
Standby,25.169245,100933.720289,5677
Standby,25.155407,100932.355261,5678
Standby,25.171220,100936.660939,5679
Standby,25.168180,100932.955060,5680
Standby,25.157469,100932.662510,5681
Standby,25.161697,100933.634328,5682
Standby,25.164772,100934.377210,5683
Standby,25.163374,100934.871435,5684
Standby,25.166607,100934.919069,5685
Standby,25.163147,100933.819205,5686
Standby,25.162361,100935.436673,5687
Standby,25.160509,100934.461913,5688
Standby,25.152454,100933.101595,5689
Standby,25.159251,100933.192518,5690
Standby,25.160998,100934.350101,5691
Standby,25.156245,100935.658666,5692
Standby,25.149920,100934.101581,5693
Standby,25.152087,100933.542898,5694
Standby,25.152279,100935.159123,5695
Standby,25.152524,100934.007045,5696
Standby,25.148208,100931.553898,5697
Standby,25.152733,100933.069478,5698
Standby,25.156018,100933.669133,5699
Standby,25.154516,100933.377077,5700
Standby,25.160334,100934.025240,5701
Standby,25.157836,100935.176140,5702
Standby,25.155372,100934.889232,5703
Standby,25.157346,100934.938439,5704
Standby,25.153467,100934.140924,5705
Standby,25.156123,100936.600105,5706
Standby,25.151720,100936.414846,5707
Standby,25.147212,100935.649844,5708
Standby,25.147684,100934.294951,5709
Standby,25.145063,100936.021815,5710
Standby,25.146024,100936.795110,5711
Standby,25.148418,100937.098017,5712
Standby,25.145971,100937.164532,5713
Standby,25.146094,100937.351049,5714
Standby,25.145989,100935.961116,5715
Standby,25.147771,100937.396673,5716
Standby,25.148662,100938.344808,5717
Standby,25.144643,100936.435369,5718
Standby,25.143735,100936.436471,5719
Standby,25.147387,100936.547215,5720
Standby,25.146618,100937.056514,5721
Standby,25.145395,100938.162101,5722
Standby,25.143123,100937.346702,5723
Standby,25.141725,100936.665282,5724
Standby,25.145674,100937.351557,5725
Standby,25.143787,100937.989295,5726
Standby,25.142477,100937.248194,5727
Standby,25.141411,100935.783976,5728
Standby,25.144416,100937.273649,5729
Standby,25.142564,100937.474468,5730
Standby,25.138056,100934.898409,5731
Standby,25.138283,100935.013309,5732
Standby,25.138790,100934.571856,5733
Standby,25.141725,100935.505586,5734
Standby,25.138056,100934.993726,5735
Standby,25.137672,100936.447770,5736
Standby,25.139838,100935.031285,5737
Standby,25.139314,100937.454560,5738
Standby,25.134212,100933.536854,5739
Standby,25.139454,100934.674312,5740
Standby,25.135907,100935.159154,5741
Standby,25.135103,100935.644646,5742
Standby,25.132867,100934.996014,5743
Standby,25.137252,100935.765173,5744
Standby,25.134229,100933.779094,5745
Standby,25.144975,100939.497063,5746
Standby,25.138108,100935.100894,5747
Standby,25.138388,100937.864744,5748
Standby,25.131766,100933.936953,5749
Standby,25.138266,100936.041957,5750
Standby,25.130473,100933.136274,5751
Standby,25.134544,100934.104377,5752
Standby,25.134754,100935.645067,5753
Standby,25.130700,100935.983543,5754
Standby,25.129302,100937.669117,5755
Standby,25.133583,100934.840263,5756
Standby,25.129162,100936.430189,5757
Standby,25.132150,100936.216120,5758
Standby,25.129861,100935.714489,5759
Standby,25.133006,100937.283423,5760
Standby,25.125178,100932.399982,5761
Standby,25.130770,100935.173279,5762
Standby,25.129686,100935.404924,5763
Standby,25.132762,100935.194714,5764
Standby,25.129285,100934.472114,5765
Standby,25.131451,100934.818999,5766
Standby,25.130630,100934.680985,5767
Standby,25.127397,100933.028773,5768
Standby,25.128027,100934.648367,5769
Standby,25.123064,100933.383455,5770
Standby,25.126838,100935.793565,5771
Standby,25.109977,100933.077351,5772
Standby,25.109924,100932.573059,5773
Standby,25.108754,100934.468748,5774
Standby,25.107688,100932.337429,5775
Standby,25.106342,100934.860773,5776
Standby,25.102568,100934.769894,5777
Standby,25.090302,100933.426068,5778
Standby,25.098497,100934.770687,5779
Standby,25.086790,100932.965525,5780
Standby,25.095177,100932.463337,5781
Standby,25.095526,100933.368356,5782
Standby,25.096942,100935.356267,5783
Standby,25.093307,100935.852919,5784
Standby,25.090599,100935.971221,5785
Standby,25.087821,100937.598617,5786
Standby,25.086405,100935.896643,5787
Standby,25.090983,100936.359947,5788
Standby,25.088799,100933.689908,5789
Standby,25.084326,100933.456822,5790
Standby,25.087244,100934.609036,5791
Standby,25.090040,100934.637568,5792
Standby,25.086143,100935.599113,5793
Standby,25.087139,100934.235874,5794
Standby,25.084938,100933.674525,5795
Standby,25.090302,100936.714166,5796
Standby,25.089620,100935.877046,5797
Standby,25.087908,100935.823429,5798
Standby,25.085235,100936.187882,5799
Standby,25.085462,100934.841420,5800
Standby,25.083278,100934.204596,5801
Standby,25.084344,100935.192165,5802
Standby,25.082544,100934.769333,5803
Standby,25.074681,100934.007980,5804
Standby,25.077372,100936.633715,5805
Standby,25.072217,100939.661508,5806
Standby,25.064074,100937.566091,5807
Standby,25.068233,100938.236460,5808
Standby,25.076463,100939.811568,5809
Standby,25.079049,100940.173967,5810
Standby,25.074104,100939.691141,5811
Standby,25.073528,100939.878430,5812
Standby,25.069736,100939.354574,5813
Standby,25.073108,100939.656529,5814
Standby,25.074104,100938.960476,5815
Standby,25.066905,100937.809097,5816
Standby,25.073737,100939.401673,5817
Standby,25.063708,100939.468573,5818
Standby,25.066835,100939.048109,5819
Standby,25.066276,100938.111598,5820
Standby,25.068670,100940.161880,5821
Standby,25.061296,100940.861088,5822
Standby,25.065385,100943.787061,5823
Standby,25.062834,100943.448403,5824
Standby,25.058518,100937.294373,5825
Standby,25.049187,100940.949977,5826
Standby,25.059689,100939.322180,5827
Standby,25.056351,100936.232611,5828
Standby,25.055949,100941.859756,5829
Standby,25.055373,100940.442803,5830
Standby,25.055670,100940.255843,5831
Standby,25.061331,100939.550654,5832
Standby,25.060789,100936.727957,5833
Standby,25.062170,100939.486180,5834
Standby,25.056928,100937.443076,5835
Standby,25.055810,100934.617084,5836
Standby,25.050917,100934.495505,5837
Standby,25.055303,100934.502499,5838
Standby,25.055478,100935.669731,5839
Standby,25.059514,100936.900139,5840
Standby,25.057557,100935.488708,5841
Standby,25.054883,100933.470553,5842
Standby,25.055827,100935.542272,5843
Standby,25.052699,100935.406797,5844
Standby,25.052926,100936.411161,5845
Standby,25.050655,100934.420353,5846
Standby,25.054674,100934.725573,5847
Standby,25.057190,100936.771708,5848
Standby,25.056875,100937.717124,5849
Standby,25.053992,100934.857375,5850
Standby,25.052979,100933.849922,5851
Standby,25.054744,100937.711564,5852
Standby,25.054237,100937.199892,5853
Standby,25.049170,100935.243967,5854
Standby,25.051039,100935.650873,5855
Standby,25.057312,100937.498238,5856
Standby,25.058151,100935.702467,5857
Standby,25.054115,100934.551484,5858
Standby,25.055897,100935.526310,5859
Standby,25.055932,100935.883647,5860
Standby,25.055338,100934.875719,5861
Standby,25.049397,100934.310578,5862
Standby,25.049362,100936.605735,5863
Standby,25.042600,100935.203626,5864
Standby,25.047580,100936.615658,5865
Standby,25.046077,100936.657034,5866
Standby,25.046688,100935.715283,5867
Standby,25.053189,100940.393607,5868
Standby,25.049799,100935.799177,5869
Standby,25.045168,100936.149785,5870
Standby,25.043840,100936.230673,5871
Standby,25.047020,100939.491120,5872
Standby,25.042914,100935.830654,5873
Standby,25.041953,100934.628587,5874
Standby,25.038144,100936.705510,5875
Standby,25.042879,100936.060995,5876
Standby,25.047492,100937.501239,5877
Standby,25.044574,100936.857238,5878
Standby,25.044242,100934.955617,5879
Standby,25.037532,100933.962434,5880
Standby,25.048034,100937.210771,5881
Standby,25.037340,100933.934852,5882
Standby,25.039524,100933.046965,5883
Standby,25.048925,100934.521557,5884
Standby,25.046846,100934.480198,5885
Standby,25.044225,100936.587614,5886
Standby,25.050498,100936.846689,5887
Standby,25.042285,100935.577224,5888
Standby,25.038039,100934.505859,5889
Standby,25.040713,100935.856915,5890
Standby,25.043299,100935.441095,5891
Standby,25.041062,100937.397169,5892
Standby,25.042565,100935.243372,5893
Standby,25.041551,100934.998310,5894
Standby,25.032168,100934.258211,5895
Standby,25.029862,100934.387805,5896
Standby,25.023187,100934.752458,5897
Standby,25.015813,100933.640780,5898
Standby,25.014345,100934.881166,5899
Standby,25.013332,100936.637218,5900
Standby,25.004822,100932.362248,5901
Standby,25.004874,100935.725138,5902
Standby,25.012877,100934.311000,5903
Standby,25.016040,100934.105084,5904
Standby,25.015848,100934.553960,5905
Standby,25.017158,100934.643863,5906
Standby,25.010763,100934.023437,5907
Standby,25.017648,100933.674524,5908
Standby,25.015376,100932.001434,5909
Standby,25.019832,100934.438464,5910
Standby,25.015935,100933.779616,5911
Standby,25.018801,100934.300615,5912
Standby,25.013192,100934.413894,5913
Standby,25.010676,100934.654836,5914
Standby,25.002218,100935.283287,5915
Standby,25.002760,100938.248602,5916
Standby,24.997221,100936.678230,5917
Standby,24.994792,100935.350735,5918
Standby,25.006150,100935.108357,5919
Standby,25.011043,100936.548356,5920
Standby,25.008387,100935.391831,5921
Standby,25.012772,100936.383708,5922
Standby,25.010151,100935.902126,5923
Standby,25.005049,100935.383495,5924
Standby,25.012039,100936.710077,5925
Standby,25.011724,100937.051876,5926
Standby,25.006080,100934.377873,5927
Standby,25.011619,100935.519383,5928
Standby,25.010413,100935.342009,5929
Standby,25.010728,100935.127265,5930
Standby,25.010850,100933.630266,5931
Standby,25.010658,100936.556710,5932
Standby,25.011637,100936.603305,5933
Standby,25.010798,100936.095985,5934
Standby,25.016459,100938.154558,5935
Standby,25.020006,100936.765015,5936
Standby,25.019010,100937.873873,5937
Standby,25.018242,100935.412972,5938
Standby,25.014467,100933.495330,5939
Standby,25.018049,100935.560089,5940
Standby,25.015953,100937.023506,5941
Standby,25.018399,100936.592050,5942
Standby,25.015708,100937.238178,5943
Standby,25.005888,100935.096726,5944
Standby,25.003599,100936.977180,5945
Standby,25.006919,100938.490348,5946
Standby,25.002044,100936.657232,5947
Standby,25.004577,100937.690813,5948
Standby,25.000069,100936.290084,5949
Standby,25.008561,100939.560620,5950
Standby,25.006919,100937.251570,5951
Standby,25.007233,100936.782722,5952
Standby,25.005888,100937.494867,5953
Standby,25.004682,100936.253409,5954
Standby,25.001764,100937.197503,5955
Standby,25.007233,100938.402663,5956
Standby,25.002480,100936.009591,5957
Standby,24.998881,100936.545449,5958
Standby,24.999283,100937.668640,5959
Standby,24.997186,100936.003306,5960
Standby,25.002515,100937.256261,5961
Standby,25.000087,100933.387717,5962
Standby,25.001118,100934.764340,5963
Standby,25.003284,100935.984912,5964
Standby,25.000576,100934.927703,5965
Standby,25.004123,100936.111071,5966
Standby,25.001816,100934.573015,5967
Standby,25.004403,100938.572432,5968
Standby,25.001904,100935.736248,5969
Standby,25.001747,100936.701222,5970
Standby,25.002463,100936.323272,5971
Standby,24.991332,100936.791644,5972
Standby,24.985286,100935.408395,5973
Standby,24.985548,100935.340626,5974
Standby,24.991332,100938.141549,5975
Standby,24.999458,100935.881785,5976
Standby,24.990476,100935.200453,5977
Standby,24.991699,100936.048809,5978
Standby,24.986125,100935.280467,5979
Standby,24.990913,100934.775170,5980
Standby,24.989061,100933.578096,5981
Standby,24.996994,100937.992659,5982
Standby,24.991367,100935.052611,5983
Standby,24.986894,100938.170018,5984
Standby,24.988135,100934.242111,5985
Standby,24.992818,100935.587072,5986
Standby,24.990878,100936.815944,5987
Standby,24.989480,100936.865056,5988
Standby,24.983609,100934.425533,5989
Standby,24.986789,100935.017732,5990
Standby,24.987034,100933.564355,5991
Standby,24.984255,100935.127588,5992
Standby,24.985216,100935.519636,5993
Standby,24.989690,100938.897628,5994
Standby,24.989864,100938.651287,5995
Standby,24.982421,100935.474920,5996
Standby,24.979328,100936.284102,5997
Standby,24.984011,100936.644479,5998
Standby,24.984570,100935.881606,5999
Standby,24.985706,100935.137978,6000
Standby,24.982281,100935.983256,6001
Standby,24.981634,100934.137775,6002
Standby,24.985077,100935.551544,6003
Standby,24.979520,100935.771744,6004
Standby,24.983294,100937.530592,6005
Standby,24.980341,100936.529200,6006
Standby,24.980236,100936.521369,6007
Standby,24.977720,100934.634172,6008
Standby,24.975012,100934.466274,6009
Standby,24.978087,100935.241230,6010
Standby,24.983347,100937.764782,6011
Standby,24.979695,100937.685205,6012
Standby,24.980726,100937.838973,6013
Standby,24.975239,100936.693306,6014
Standby,24.975274,100935.605442,6015
Standby,24.969333,100934.928728,6016
Standby,24.975274,100938.273400,6017
Standby,24.971954,100936.871389,6018
Standby,24.966642,100935.272933,6019
Standby,24.967376,100936.280585,6020
Standby,24.971936,100937.645586,6021
Standby,24.961452,100937.291083,6022
Standby,24.962501,100938.242830,6023
Standby,24.967376,100939.567837,6024
Standby,24.965244,100935.036166,6025
Standby,24.964370,100936.458355,6026
Standby,24.967935,100938.201546,6027
Standby,24.969630,100937.949689,6028
Standby,24.968914,100939.169253,6029
Standby,24.965192,100936.755269,6030
Standby,24.963374,100936.360123,6031
Standby,24.958307,100935.976235,6032
Standby,24.956315,100935.827403,6033
Standby,24.961365,100935.000448,6034
Standby,24.951614,100934.081414,6035
Standby,24.954969,100937.222243,6036
Standby,24.953467,100937.644584,6037
Standby,24.954882,100938.139403,6038
Standby,24.949867,100936.560446,6039
Standby,24.955808,100937.999516,6040
Standby,24.956857,100937.426770,6041
Standby,24.950723,100935.451960,6042
Standby,24.954533,100934.217394,6043
Standby,24.958482,100937.826093,6044
Standby,24.948993,100936.918624,6045
Standby,24.950688,100937.794278,6046
Standby,24.955581,100938.059296,6047
Standby,24.947386,100934.220681,6048
Standby,24.953065,100938.617639,6049
Standby,24.948452,100936.684942,6050
Standby,24.949675,100936.771048,6051
Standby,24.946879,100937.012061,6052
Standby,24.947910,100936.371862,6053
Standby,24.951108,100938.238493,6054
Standby,24.947962,100935.510331,6055
Standby,24.948661,100938.193314,6056
Standby,24.948522,100938.796888,6057
Standby,24.948172,100938.241445,6058
Standby,24.943332,100937.908850,6059
Standby,24.944083,100937.459498,6060
Standby,24.944153,100937.046557,6061
Standby,24.942546,100937.826268,6062
Standby,24.934892,100935.920422,6063
Standby,24.934210,100937.878228,6064
Standby,24.932288,100937.427570,6065
Standby,24.941043,100937.629274,6066
Standby,24.936255,100936.530421,6067
Standby,24.940606,100937.546342,6068
Standby,24.933529,100939.280253,6069
Standby,24.931904,100938.531559,6070
Standby,24.936901,100937.311839,6071
Standby,24.932848,100936.013760,6072
Standby,24.933966,100935.107528,6073
Standby,24.939627,100934.609608,6074
Standby,24.933704,100934.397189,6075
Standby,24.935364,100938.377286,6076
Standby,24.932760,100937.867754,6077
Standby,24.925666,100934.563961,6078
Standby,24.935871,100935.840051,6079
Standby,24.936727,100935.970202,6080
Standby,24.933634,100935.159466,6081
Standby,24.932970,100936.517806,6082
Standby,24.934403,100937.016583,6083
Standby,24.936744,100938.165515,6084
Standby,24.934245,100935.964733,6085
Standby,24.927605,100934.685105,6086
Standby,24.925613,100935.743032,6087
Standby,24.936517,100935.891014,6088
Standby,24.930943,100936.297505,6089
Standby,24.935346,100935.769115,6090
Standby,24.936604,100937.863945,6091
Standby,24.932533,100937.530544,6092
Standby,24.933896,100939.633206,6093
Standby,24.932446,100938.749365,6094
Standby,24.931257,100938.178884,6095
Standby,24.927343,100939.357792,6096
Standby,24.921297,100938.260114,6097
Standby,24.922678,100938.492980,6098
Standby,24.923499,100937.233768,6099
Standby,24.925072,100938.494608,6100
Standby,24.927431,100937.297391,6101
Standby,24.926871,100935.868823,6102
Standby,24.922223,100938.263179,6103
Standby,24.918466,100939.477603,6104
Standby,24.915671,100937.257291,6105
Standby,24.915793,100936.094055,6106
Standby,24.911984,100936.455030,6107
Standby,24.908297,100934.731816,6108
Standby,24.912980,100937.426629,6109
Standby,24.920196,100936.121510,6110
Standby,24.914814,100938.460934,6111
Standby,24.913434,100936.259108,6112
Standby,24.918746,100937.111386,6113
